FileType:DAQ
SampleRate:20000
ChanNum:1
µÁ—π_0
0.1513671875
0.1025390625
0.0390625
-0.029296875
-0.0927734375
-0.146484375
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0439453125
0.107421875
0.1611328125
0.2001953125
0.21484375
0.2099609375
0.185546875
0.1513671875
0.09765625
0.0390625
-0.029296875
-0.0927734375
-0.146484375
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0439453125
0.107421875
0.1611328125
0.2001953125
0.21484375
0.2099609375
0.185546875
0.1513671875
0.1025390625
0.0390625
-0.029296875
-0.0927734375
-0.146484375
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0439453125
0.107421875
0.1611328125
0.2001953125
0.21484375
0.2099609375
0.1904296875
0.1513671875
0.09765625
0.0390625
-0.029296875
-0.0927734375
-0.146484375
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0439453125
0.107421875
0.1611328125
0.1953125
0.21484375
0.2099609375
0.1904296875
0.1513671875
0.09765625
0.0390625
-0.029296875
-0.0927734375
-0.1513671875
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0439453125
0.107421875
0.1611328125
0.1953125
0.21484375
0.2099609375
0.185546875
0.1513671875
0.09765625
0.0390625
-0.029296875
-0.0927734375
-0.146484375
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0390625
0.107421875
0.1611328125
0.1953125
0.21484375
0.2099609375
0.185546875
0.1513671875
0.09765625
0.0390625
-0.029296875
-0.0927734375
-0.146484375
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0439453125
0.107421875
0.1611328125
0.2001953125
0.21484375
0.2099609375
0.1904296875
0.1513671875
0.09765625
0.0390625
-0.029296875
-0.09765625
-0.146484375
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0439453125
0.107421875
0.1611328125
0.2001953125
0.21484375
0.2099609375
0.185546875
0.1513671875
0.09765625
0.0390625
-0.029296875
-0.0927734375
-0.146484375
-0.185546875
-0.205078125
-0.2001953125
-0.17578125
-0.13671875
-0.087890625
-0.029296875
0.0439453125
0.107421875
0.1611328125
0.2001953125
0.21484375
0.2099609375
0.185546875
0.1513671875
0.1025390625
0.0390625
-0.029296875
-0.0927734375
-0.146484375
-0.185546875
-0.205078125
